Ulasan_Mentah;processed_text;hasil_validator
Pelayanan ramah, tempat nyaman & bersih . Beli hp di sini bisa dapat kupon undian berhadiah menarik . Cocok untuk berlangganan di toko tiga putra kawi dan tidak ngecewakan;layan ramah tempat nyaman bersih beli hp di sini bisa dapat kupon undi hadiah tarik cocok untuk berlanganan di toko tiga putra kawi dan tidak ngecewakan;positive
Tempat undiannya rame banget hadiahnya sangat juga banyak;tempat undianya rame banget hadiah sangat juga banyak;neutral
Proses kredit cepat dan tanpa DP..;proses kredit cepat dan tanpa dp;positive
Toko HP terbaik, harga terjangkau, kualitas sangat menarik, pelayanan memuaskan, semoga bisa berlangganan;toko hp baik harga jangkau kualitas sangat tarik layan muas moga bisa berlanganan;positive
Barangnya komplit;barang komplit;positive
Tiga putra kawi ganok tunggalee mbois ilakes;tiga putra kawi ganok tungalee mbois ilakes;neutral
Pelayanan memuaskan Produk yg Di tawarkan berkualitas Harga murah;layan muas produk yang di tawar kualitas harga murah;positive
baru pertama kali beli disini,seneng banget pelayanan ramah,super cepat,gak ribet belanja disini masyaallah semoga sukses terus;baru pertama kali beli sini senang banget layan ramah super cepat enggak ribet belanja sini masyaalah moga sukses terus;positive
bagus banget;bagus banget;neutral
Tempat paling komplit lah pokoknya, buat habisin duit wkwkwk;tempat paling komplit lah pokok buat habisin duit wkwkwk;positive
Pelayanan ramah sekali, tempatnya luas sekali, nyaman;layan ramah sekali tempat luas sekali nyaman;positive
Customer service nya baik² & banyak membantu;customer service nya baik banyak bantu;neutral
Proses kredit cepat;proses kredit cepat;positive
Mantap banyak promonya, sukses selalu tiga putra;mantap banyak promonya sukses selalu tiga putra;positive
Toko Hp yang lengkap Dan Harga.nya Oke banget Perkara pelayanan Over All Nice .Worth it banget . Sabar Sabar Pindah data juga sampai selsai .;toko hp yang lengkap dan harga nya oke banget perkara layan over al nice worth itu banget sabar sabar pindah data juga sampai selsai;positive
Pegawai cwok samsung tidak ramah disini ,mending langsung ke samsung store saja kalau beli .. Menyesal beli ke tiga putra not worth it susah diminta i tolong apa2 hahahah;pegawai cowok samsung tidak ramah sini mending langsung ke samsung store saja kalau beli sesal beli ke tiga putra not worth itu susah minta tolong apa hahahah;negative
Lagi cari ponsel baru utk anak;lagi cari ponsel baru untuk anak;neutral
Tolong kalau itikad dari awal beli bisa tanpa garansi,ya jadi harus konsisten,bukan waktu udah dibuatkan nota malah garansi dimasukan ke tagihan,padahal dari awal bilang bisa,tp waktu sudah tercetak jadi nota bilang udah dari sistem. Sangat kecewa;tolong kalau itikad dari awal beli bisa tanpa garansi ya jadi harus konsisten bukan waktu sudah buat nota malah garansi masuk ke tagih padahal dari awal bilang bisa tapi waktu sudah cetak jadi nota bilang sudah dari sistem sangat kecewa;negative
Pelayanan baik,dan ramah,hrg standar toko sejenis;layan baik dan ramah hrg standar toko jenis;positive
2x beli hp disini. Pelayanannya oke banget. Sabar² pokoknya hehehe. Kalau saya rekom buat yang nyari hp bisa kesini. Liat² tanya² dulu ajaaa gpp. Sapa tau langsung cocok;kali beli hp sini pelayananya oke banget sabar pokok hehehe kalau saya rekom buat yang cari hp bisa kesini liat tanya dulu saja gp sapa tau langsung cocok;positive
varian HP lengkap, spg nya ramah, strategis lokasinya, ada kredit nya juga loh;varian hp lengkap spg nya ramah strategis lokasi ada kredit nya juga loh;positive
Staf nya ramah bangettt, masih di parkiran aja udah di say hello dengan ramah. Cuma nanya barang yg dicari, dibantu carikan sampe dapat atau ada barang yg mirip2 sama yg kita Mau. Stock HP baru lengkap.;staf nya ramah banget masih di parkir saja sudah di sayang halo dengan ramah cuma tanya barang yang cari bantu cari sampai dapat atau ada barang yang mirip sama yang kita mau stock hp baru lengkap;positive
Lama nunggunya..;lama nungunya;negative
Tanya2 aja awalnya ttg kredit setelah itu saudara yang mau ambil hp masih mikir2 meme muka karyawanya langsung berubah...jadi bikin gk berani kesini lgi;tanya saja awal tg kredit telah itu saudara yang mau ambil hp masih mikir meme muka karyawanya langsung ubah jadi bikin enggak berani kesini lagi;negative
Udah 2x kesini karena emang pelayanannya ramah² sih,, dan rekomendasinya slalu bagus. Tempatnya luas,, ada berbagai brand handphone,, tinggal pilih aja;sudah kali kesini karena memang pelayananya ramah sih dan rekomendasi selalu bagus tempat luas ada bagai brand handphone tinggal pilih saja;positive
Pelayanan oke,cepat dan ramah. Tempat juga bersih. Kamar mandi juga bersih;layan oke cepat dan ramah tempat juga bersih kamar mandi juga bersih;positive
Stok ada ngakunya gak ada. Pembelian hp baru gak dijelasin isi box apa aja, gak dicoba dulu bisa apa gak. Dodol gorengan ae bos;stok ada ngakunya enggak ada beli hp baru enggak dijelasin isi box apa saja enggak coba dulu bisa apa enggak dodol goreng saja bos;negative
Toko Tiga Putra Handphone Centre terletak dijalan utama Kota Malang yang mudah dijangkau masyarakat. Toko Tiga Putra Handphone Centre layanan karyawan yang bagus. Toko Tiga Putra Handphone Centre ada banyak pilihan HP berbagai merk. Toko Tiga Putra Handphone Centre ada juga sepeda motor listrik dan juga ada ruang tunggu bagi konsumen.;toko tiga putra handphone centre letak jalan utama kota malang yang mudah jangkau masyarakat toko tiga putra handphone centre layan karyawan yang bagus toko tiga putra handphone centre ada banyak pilih hp bagai merk toko tiga putra handphone centre ada juga sepeda motor listrik dan juga ada ruang tungu bagi konsumen;positive
Selalu sip pelayanannya mantap;selalu sip pelayananya mantap;positive
Pelayanan lama dan pegawai kurang handal dalam proses penjualan. Jadi kemarin saya dan rekan saya membeli 3 hydrogel untuk sekaligus dilakukan pemasangan. Ketika awal sampai kami disambut SPG/pegawai, dan kami bertanya2 tentang barang yg ingin kita beli, namun ketika bertanya tentang harga barang tersebut harga yg disampaikan oleh SPG/pegawai beberapa kali berganti2, disini saya mulai agak aneh karena terkait harga saja kok bisa berubah2. Setelah proses pembayaran kami diminta menunggu, namun karena dirasa lama kurang lebih 15 menit tidak ada informasi lagi dari SPG/pegawai dan kasir sama sekali, maka kami inisiatif bertanya, dan ternyata disampaikan ada kendala sistem. Kondisi di meja kasir banyak SPG/pegawai yg berkumpul dan hanya melihat2 se keliling, namun tidak ada satupun yg menghampiri kami untuk memberikan info tentang kendala yg mereka alami. Selanjutnya SPG/pegawai yg awal menyambut kami memberikan barang yg kami beli, dan mulai melakukan proses pemotongan hydrogel dan pemasangannya. Namun yg aneh adalah kami memesan 3 hydrogel tapi proses yang dilakukan oleh SPG/pegawai tersebut adalah mengerjakannya satu persatu dilakukan pemotongan dan bolak balik mengambil satu persatu hydrogel di meja kami, kenapa tidak langsung diambil semua dan dilakukan proses pemotongan, kenapa harus bolak balik ke meja kami yang jaraknya juga lumayan jauh . Kemudian untuk proses pemasangannya pun juga luamaaaaa, lebih dari 40 menit hanya untuk 1 hp, sepertinya SPG/pegawai tersebut tidak paham cara pemasangannya, karena ketika kita merasa terlalu lama pada akhirnya kita hampiri SPG tersebut, baru temannya pada dateng bantuin. Setelah dibantu temannya kurang lebih 15 menit selesai pengerjaan 3 hp. Ketika menghampiri, kami dapati juga ternyata SPG melakukan kesalahan dalam proses pemasangan hydrogel di hp teman saya karena prosesnya dilakukan pengulangan dari awal . Setelah proses selesai tidak ada satupun SPG/pegawai yg meminta maaf atas kejadian tersebut. Dan hasil dari pemasangan masih terdapat gelembung2 udara pada pojokan hp kami. Mohon pihak tiga putra dapat meningkatkan service pelayanannya. Terima kasih;layan lama dan pegawai kurang handal dalam proses jual jadi kemarin saya dan rekan saya beli hydrogel untuk sekaligus laku pasang ketika awal sampai kami sambut spg pegawai dan kami tanya tentang barang yang ingin kita beli namun ketika tanya tentang harga barang sebut harga yang sampai oleh spg pegawai beberapa kali ganti sini saya mulai agak aneh karena kait harga saja kok bisa ubah telah proses bayar kami minta tungu namun karena rasa lama kurang lebih menit tidak ada informasi lagi dari spg pegawai dan kasir sama sekali maka kami inisiatif tanya dan nyata sampai ada kendala sistem kondisi di meja kasir banyak spg pegawai yang kumpul dan hanya lihat se keliling namun tidak ada satu yang hampir kami untuk beri info tentang kendala yang mereka alami lanjut spg pegawai yang awal sambut kami beri barang yang kami beli dan mulai laku proses potong hydrogel dan pemasanganya namun yang aneh adalah kami mes hydrogel tapi proses yang laku oleh spg pegawai sebut adalah mengerjakanya satu satu laku potong dan bolak balik ambil satu satu hydrogel di meja kami kenapa tidak langsung ambil semua dan laku proses potong kenapa harus bolak balik ke meja kami yang jarak juga lumayan jauh kemudian untuk proses pemasanganya pun juga luama lebih dari menit hanya untuk hp seperti spg pegawai sebut tidak paham cara pemasanganya karena ketika kita rasa terlalu lama pada akhir kita hampir spg sebut baru tema pada datang bantuin telah bantu tema kurang lebih menit selesai kerja hp ketika hampir kami dapat juga nyata spg laku salah dalam proses pasang hydrogel di hp teman saya karena proses laku ulang dari awal telah proses selesai tidak ada satu spg pegawai yang minta maaf atas jadi sebut dan hasil dari pasang masih dapat gelembung udara pada pojok hp kami mohon pihak tiga putra dapat tingkat service pelayananya terima kasih;negative
Kesini beli pelindung hp, disambut sama promotornya. Dari awal pegawainya uda bingung harga, bingung jenisnya apa aja. Awal masih oke, disuruh bayar ke kasir. Dikasir sempet troble, lama sekali. Ternyata sistemnya error. Dari awal kalau memang error kenapa tidak diinfokan, agar customernya tidak lama menunggu tanpa ada kejelasan. Akhirnya disuruh menunggu lagi, dari situ terlihat pegawainya kurang profesional. Karna saat itu beli 3 pelindung hp, ternyata di prosesnya satu-satu dan lamaaa sekali. Sy disuruh menunggu, hampir setngah jam 1 hp saja belum selesai. Akhirnya sy samperin pegawainya, ternyata hp sy diulang prosesnya karna ada kesalahaan. Disitu pegawainya tidak ada info lagi kalau ada kendala. Dan yg menghandle hanya 1 orang. Setelah sy tungguin di depan pegawainya baru temen2nya bantu handle. Mungkin untuk next nya pegawainya lebih komunikatif dan saling bantu ya. Dan hasil akhirnya pun kurang, tidak rapi. Dengan harga yg tidak murah dan waktu yg lama benar2 mengecewakan. Semoga lebih diperbaiki lagi ya. dan di akhir pegawainya tidak mengucapkan terima kasih/permntaan maaf. Semoga tidak terulang untuk customer lainnya.;kesini beli lindung hp sambut sama promotor dari awal pegawai sudah bingung harga bingung jenis apa saja awal masih oke suruh bayar ke kasir kasir sempat troble lama sekali nyata sistem eror dari awal kalau memang eror kenapa tidak info agar customernya tidak lama tungu tanpa ada jelas akhir suruh tungu lagi dari situ lihat pegawai kurang profesional karena saat itu beli lindung hp nyata di proses satu satu dan lama sekali saya suruh tungu hampir setngah jam hp saja belum selesai akhir saya samperin pegawai nyata hp saya ulang proses karena ada kesalahaan situ pegawai tidak ada info lagi kalau ada kendala dan yang menghandle hanya orang telah saya tunguin di depan pegawai baru teman nya bantu handle mungkin untuk next nya pegawai lebih komunikatif dan saling bantu ya dan hasil akhir pun kurang tidak rapi dengan harga yang tidak murah dan waktu yang lama benar kecewa moga lebih baik lagi ya dan di akhir pegawai tidak ucap terima kasih permntaan maaf moga tidak ulang untuk customer lai;negative
Luas,penataannya dan layanannya bagus Disambut mulai dari pintu luar trs diarahkan. Petugas parkirnya ramah;luas penataanya dan layananya bagus sambut mulai dari pintu luar terus arah tugas parkir ramah;positive
Barang bagus;barang bagus;neutral
Hape anak saya Oppo layarnya pecah rusak, karena beli di sini dan masih masa garansi, kami service ke sini. Uang service ganti layar Rp800ribu, ternyata layarnya bukan asli Oppo dan tampaknya diservis sendiri oleh toko. Layar tidak sensitif, ngelag, dan bisa gerak2 sendiri. Setelah kami bawa ke service Oppo resmi baru ketahuan bahwa layarnya palsu. Setelah diganti layar ASLI yang baru dengan harga sama Rp800ribu, sangat berbeda, kualitasnya lebih baik dan gak ngelag. Not recommended shop !!! BAD SERVICE and ATTITUDE!!!!;hape anak saya opo layar pecah rusak karena beli di sini dan masih masa garansi kami service ke sini uang service ganti layar rp ribu nyata layar bukan asli opo dan tampak servis sendiri oleh toko layar tidak sensitif ngelag dan bisa gerak sendiri telah kami bawa ke service opo resmi baru tahu bahwa layar palsu telah ganti layar asli yang baru dengan harga sama rp ribu sangat beda kualitas lebih baik dan enggak ngelag not recomended shop bad service and atitude;negative
Pusat elektronik dan gadget di kota Malang;pusat elektronik dan gadget di kota malang;neutral
Overall tempatnya bagus pelayanan bagus. cuman tolong seragamnya dibenerin. paha mbak nya keliatan, ngelayani orang duduk jejer tp pahanya keliatan itu enggak enak. walaupun sesama cewek. asli itu mbaknya pasti gak nyaman, belum lagi klau ketemu pelanggan genit, kasian pegawainya. tolong di ganti seragamnya. jual hp bakal tetep laris walaupun paha nya ketutupan, asal pelayanan bagus.;overal tempat bagus layan bagus cuman tolong seragam dibenerin paha mbak nya lihat ngelayani orang duduk jejer tapi paha lihat itu engak enak walaupun sama cewek asli itu mbak pasti enggak nyaman belum lagi kalau ketemu pelang genit kasihan pegawai tolong di ganti seragam jual hp bakal tetap laris walaupun paha nya tutup asal layan bagus;positive
Tidak sesuai spesifikasi hp kecewa, sales hanya mementingkan penjualan;tidak sesuai spesifikasi hp kecewa sales hanya penting jual;negative
Kesini beliin anak android murah Samsung A04e. Ke counter Samsung, yang jaga ditanyain gak jawab sambil telponan. Nanya pake kartu kredit bisa gak, karena masa iya beli hape bayar pake cash, diarahin ke kasir. Kasirnya mau ditanyain malah ngotot minjem KTP dulu, padahal saya ini mau nanya nanya dulu pembayaran bisa pake kartu apa aja. Udah gitu kasirnya ngomong pake bentak bentak kayak orang gak sekolah.;kesini belikan anak android murah samsung ke counter samsung yang jaga ditanyain enggak jawab sambil telpon tanya pakai kartu kredit bisa enggak karena masa iya beli hape bayar pakai cash diarahin ke kasir kasir mau ditanyain malah ngotot minjem ktp dulu padahal saya ini mau tanya tanya dulu bayar bisa pakai kartu apa saja sudah begitu kasir omong pakai bentak bentak kayak orang enggak sekolah;negative
The service of the staff is all good. However the security is very impolite and arrogant. This is the security. Please educate and teach him some manners.;the service of the staf is al good however the security is very impolite and arogant this is the security please educate and teach him some maners;positive
