text,sentiment_before,sentiment_after
"Tempatnya enak dan bersih, ramah, informasi lengkap",positive,positive
"Terima kasih untuk mbak nuning Asus , pelayanannya sangat memuaskan. Sukses trs untuk tiga putra",positive,positive
Servis nya sangat memuaskan sekalitinggal pakai,positive,positive
"Very good ,good service",positive,positive
Pelanyanannya memuaskan,neutral,neutral
Beli hp ya disini salah satu pilihan nya,positive,positive
Pelayanannya baik dan cepat.,positive,positive
Baik... Sangat membantu kami,neutral,neutral
"Nice comfort place, large parking area and good customer service",positive,positive
"Pelayanan baik,semoga lebih maju kedepannya",positive,positive
"Bagus tempatnya, tpi ada barang yang di cari tpi stoknya hbis. Emang brangnya udah lama kok",negative,negative
Senang belanja di tiga putra :),neutral,neutral
Puas berbelanja hp di tiga putra.. Terima kasih tiga putra,positive,positive
Bagus sih pelayanannya. Tapi kenapa garansi toko nya harus bayar?,negative,negative
Barang lengkap n pelayanan ramah,positive,positive
"Pelayanan yang cepat, tanggap dan nyaman dengan mas adit nya",positive,positive
pelayanan memuaskan .... Trimz,positive,positive
Nyaman pelayanan ramah cepat tanggap,positive,positive
Trimakasih atas pelayanan yang baik & memudah kan kami,neutral,positive
Pelayananya baik.. Terutama promotornya vivo,positive,positive
Pelayanan nya ramah banget....,positive,positive
Biasa aja,negative,negative
"Pelayanan mbak Emil sangat helps Dan sangat memuaskan saya, pelayanan ya juga vague Dan memuaskan. Retina kasih",positive,positive
Good services,positive,positive
"Tempat Nyaman, pegawai ramah,",positive,positive
Mbak nya sabar,positive,positive
Pelayanan bagus dan recomended,positive,positive
pelayanan sangat ramah dan menyenangkan..trima kasih tiga putra cell,positive,positive
"Pelayanan bagus, harga murah",positive,positive
Tokonya bagus pelayananya ramah,neutral,neutral
"Servis bagus, mbknya cantik",negative,negative
nice service,positive,positive
pelayanan memuaskan... thank u,positive,positive
Pelayanannya bagus sabar banget :),positive,positive
"santun dn memuaskan,,",positive,positive
Pelayanan bagus..mbak nyaa ramah2,positive,positive
Kasih gimic donk...Untk pembelian tertentu,positive,positive
orangnya baik2,neutral,positive
Trimakasih untuk tiga putra kawi..,positive,positive
Oke sip sip sip,positive,neutral
Untuk toko tiga putra toko handphone yg lengkap. Pelayanannya baik banget. Sip deh pokoknya.,negative,negative
Kepuasan pelanggan prioritas utama... kebersihan harus d utamakan,positive,positive
Aku selalu beli hp disini karena disini pelayanannya baik dan harganya pun murah dibanding yg lain!,negative,negative
Trimakasih bagus bngett mlayani kami,positive,positive
Alhamdulillah ramah semua .... tlaten menjelaskan,positive,positive
Service memuaskan,neutral,neutral
Joooosss,neutral,neutral
Karyawan e ada yg celometan gk jelas dan kurang ramah,positive,positive
Lebih bagis kalo jual silikon hapenya juga... overall,positive,negative
Mbak emil trims ya nice serve.,positive,positive
"Pelayanannya sih gietss... Barangnya complet pula, pokok TOP wes....",positive,positive
"Pelayanannya ramah dan cepat, kualitasnya terjamin. G nyesel deh pokoknya blanja di tiga putra",negative,positive
"Spg di tiga putra humble dan cantik2, menjelaskan spesifikasi handphone yg mau dibeli dengan detail. Gak pernah kecewa beli di tiga putra",positive,positive
Pelayanan sangat baik.. memanjakan pelanggan dan kualitas barang sesuai seperti deskripsi,positive,positive
Mromotornya ramah ramah...penjelasan mengenai klasifikasi hp.nya sangat detail dan jelas. .,positive,positive
"Keren banget, lengkap. Terbaik deh dikota malang",neutral,negative
Pelayanan memuaskan. Terima kasih tiga putra kawi,positive,positive
"Tiga putra oke banget, pilihan banyak, diskon banyak, bonus banyak, parkir free, mbak dan mas nya sik asik.",positive,positive
Pelayanan nya ramah... Walaupun saya agak cerewet...,negative,positive
"Pelayanannya bagus, ramah-ramah juga pegawainya. Gak kapok pokok!!!",negative,positive
Mantap keren,positive,positive
Tiga putra rekomen banget buat beli hp di malang,negative,negative
Murah coy,positive,positive
Good place to find ur favorite gadget that suitable with ur budget .,positive,positive
Belanja menyenangkan di Tiga Putra Kawi .. good.,positive,positive
"Good service, good place & good price :)",positive,positive
Belanja nyaman dan ramah,positive,positive
Pelayanannya memuaskan,neutral,neutral
Informative and helpful,neutral,positive
Terimakasih pelayanannya top,positive,positive
"Pelayanan ramah, tempatnya nyaman",positive,positive
Fai price and good services,positive,positive
Sebaiknya enggak ada cash sh heheh tapi pelayanan sangat baik dn memuaskan terima kasih,positive,positive
Toko hp terbaik semalang raya,positive,positive
"Pelayanan bagus, ramah dan detail..ruang tunggu nyaman.. Harga oke. Puas deh beli hp disini",positive,positive
Pelayanan an siiiip,positive,positive
"Pelayanan baik dan cepat, petugas ramah dan responsif, harga bersaing. Nice",positive,positive
Pelayanannya sudah baik dan memuaskan. Harga yang diberikan juga dengan harga yang lebih murah dengan toko yang lain lebih. Gak nyesel jauh2 dari banyuwangi datang kemari Terima kasih,negative,negative
Servis menyenangkan,positive,positive
Sippp...,neutral,neutral
"Pelayanannya sudah baik dan memuaskan. Harga yang diberikan juga dengan harga yang lebih murah dengan toko yang lain lebih miring sedikit. Pelayanan mas arif baik dengan ramah dan murah senyum, mungkin kekurangan kurang menguasai harga dan stok barang yang tersedia. Terima kasih",negative,negative
Koq gak ada bonusnya... ???,positive,positive
cukup puas,negative,negative
Good service and nice place.,positive,positive
"Trimakasih tiga putra kawi,, semoga semakin maju dan sukses,,",positive,positive
"Alhamdulillah dilayani dengan baik oleh tiga putra kawi, terimakasih tiga putra",positive,positive
Cukup bagus pelayanannya,negative,negative
Terbaik di Malang,neutral,negative
"Barang bagus, dijamin ori. Garansi toko juga ada.",negative,negative
Kredit cepat di tiga putra,neutral,positive
"Harga dan tata display baik, pegawai ramah dan sangat membantu.",positive,positive
Barang kondisi baik,positive,positive
Pelayanannya baik dan ramah :D,positive,positive
Pelayanan memuaskan mohon di tingkatkan .,positive,positive
Beli di tiga putra lebih nyaman dan lengkap.. Puas sama keramahan karyawan nya.. Mantap,positive,positive
Siiip maju terus Tiga Putra,neutral,neutral
"Bagus sih buat pelayanannya, cuma pertanyaan aja kenapa garansi toko harus berbayar dan harus ada charge untuk debit nya (?)",negative,negative
Puas dalam pelayanan,positive,positive
Lumayan bagus n lengkap,negative,negative
"Pelayanannya sangat ramah, baik dan cepat. Recommended bgt!",positive,positive
"Pelayanan ramah, dan penjelasan sangat mudah dicerna. Petugas cekatan",positive,positive
Ok punya pelayanannya,positive,positive
Recommended this place,neutral,neutral
Puas sama pelayanan di TIGA PUTRA,positive,positive
Senang sekali beli di Tiga Putra karena penjelasannya jelas lengkap dan ramah,negative,negative
Pelayanan standart. Tapi saya suka dg promo cashbacknya.,positive,positive
"Toko handphone yang cukup lengkap di Kota Malang. Pelayanannya, saya akui sangat baik. Staff nya sangat bersahabat dan helpful. Mereka ngga segan2 membandingkan satu produk dengan produk lainnya. Bahkan, staff yang membantu kami saat itu, sangat inisiatif mencarikan online review terkait handphone yang akan kami beli. Cuma, kekurangannya menurut saya adalah additional charge ketika menggunakan credit card (3%), dan kasir yang tidak familiar dengan pembayaran dengan e-money. Selain daripada itu, saya suka belanja handphone di sini.",negative,negative
"Bagus untuk mencari hanphone , tempatnya nyaman dan pilihan lumayan banyak",positive,positive
"Pelayanan sangat bagus,bahkan menyediakan pembelian handphone sistem kredit dengan menjalin kerjasama dengan beberapa lembaga perkreditan. Tempat parkir yang cukup luas dapat menampung banyak kendaraan para pengunjung.harga HP yang lebih murah.",negative,negative
tempatnya nyaman,positive,positive
Pelayanan ramah & cepat,positive,positive
Pelayanannya memuasaka,neutral,neutral
Untuk provider tertentu kesulitan sinyal,negative,negative
"Beli hp di tiga putra puas banget, pelayanan ramah n baik...",positive,positive
Pelayanan yg diberikan cepat & baik oleh mbak Cinta. Tkasih,positive,positive
"pelayanan nya baik, mbak2 nya ramah kita sbg buyer d edukasi sesuai kebutuhan dan spesifikasi yg kita inginkan",positive,positive
Good quality and services,positive,positive
Pelayanan bagus kok,positive,positive
Pelayanan memuaskan oleh mas Faiz dan Mbak Gayatri.,positive,positive
"Pelayanan Baik, toko nyaman",positive,positive
Fasilitasnya nyaman,positive,positive
Pelayan nya bagus sangat memuaskan,negative,positive
"Bagus, 2 kali beli di tiga putra pelayanan dan saran dr crew nya bagus",negative,negative
Excellent,neutral,neutral
Unused area is a big big waste,neutral,positive
Pelayanannya buagus,neutral,neutral
pelayanan bagus,positive,positive
Boleh kredit boss?,positive,positive
Tempatnya handphone termurah di Malang,negative,negative
Cukup lengkap disini. Ada fasilitas cicilan 0% jg. S & k berlaku siih,negative,negative
Ok dan mantap,positive,positive
"Salah satu jujugan untuk membeli handphone di kota Malang yang cukup lengkap dengan berbagai pilihan brand-merek. Kualitas pelayanan cukup baik dengan jumlah pegawai yang banyak juga. Barang ready, mostly. Recommended.",negative,negative
Pelayanan cepat rama harga murah dan tempat parkir yang luas,positive,positive
Harga sangat kompetitif dengan servis yang memuaskan,negative,negative
tempat parkir cukup luas,negative,negative
Mantap... semoga bermanfaat...,positive,positive
"Pelayanan cepat tidak mbulet. Tanya2 via telpon juga dilayani dengan baik. Masalah harga, tidak diragukan lagi disini sudah termurah.",negative,negative
Pernah singgah adem dan nyaman,positive,positive
"I bought A7 2017 earlier, and their service is so bad, they forget to give my USB connector cause they too busy to play instagram and Im so mad",negative,negative
Banyak pilihan harga miring,positive,positive
"tempatnya nyaman, pelayanan juga bagus tapi sayangnya untuk aksesoris hp masih minim",neutral,positive
Pelayanan bgus,positive,positive
"Menjual HP dengan harga murah, varian lengkap, ada garansi toko, bisa dibayar dengan kartu kredit dengan cicilan 0%. Pelayanan ramah, lokasi strategis.",positive,positive
Tempat nya berkelas,negative,negative
"good service, competetive price",positive,positive
Layanan yang cepat dan simpatik,negative,positive
Tempatnya enak dan layanannya superrrrrr ...,positive,positive
"Good service, this place have comfy waiting room and diaplay store",positive,positive
tempat termurah beli handphone SAMSUNG se-Ngalam,negative,negative
"Gak nyangka dapat cash back, setelah kasirnya menjelaskan meski saya tidak menanyakan itu. Salesnya ramah (setidaknya pas saya ke sana).",negative,negative
Oke lah,positive,positive
Pelayan terbaik,positive,positive
Salesnya ramah2 harga murah,positive,positive
"Tempatnya nyaman, pelayanan nya lumayan lah. Klo mau bei hp saya merekomendasikan tempat ini. Layak untuk di kunjungi",positive,positive
You can find most of the big brands here.,neutral,neutral
